Comment,Author
的就只好改成各半遠距，然後就有人開始說扯教授沒腦啥的,brmidjge
我沒在挑你語病阿，我是認真的不覺得這兩樣事情相等,ChenStar
這種課會聽得就會聽，不會聽得實體課還不是在做自己的事,ChenStar
本來就不會因為改實體效果變好或差，到底誰沒邏輯,ChenStar
我根本沒在交流版回過這種文，就把批鬥或刷存的帽子扣在,ChenStar
別人身上，這樣好嗎?,ChenStar
那其實也不用遠距了啊，每個禮拜輪流來上課完美解決超過10,guacho
0人的問題，呵呵這個邏輯,guacho
我還在發文的表單直接提問了，我現在開始擔心我的成績^^,guacho
是意外嗎？如果不是就尊重她的選擇吧,yellowdoll
又,jhct110
R.I.P.,ganhua
希望下一任校長好好重視學生的心輔資源 讓需要求救的,renna038766
人適時得到幫助,renna038766
多人房根本泯滅人性 窮國才住,charlie1667
R.I.P,tibo96033
然後學校就去裝鐵柵欄鐵窗跟封住去頂樓的入口,chamber
台北物價高也是個原因 吃東西都覺得自己淒涼 世風日下,yunf
推新校長真的該好好注重和提供學生心輔資源,shaqiantsai
研究生比較多 課少不趕又沒待多久,EEzionT
大學部幾乎沒聽過沒車的,EEzionT
有時間就走路阿，趕時間才騎車,pig8409
加一,daye87
同3F 我大四之後好常走路 一二年級的時候騎車比較多,eunhailoveu
只騎uBike 沒買車 算嗎? @@,cuteSquirrel
我直屬學弟也沒在騎車,chun10396974
她只是想打槍你,imcyu
推樓上,mark0204
還真的有認識只走路的,PCSH120
大一懶得走路，大四懶得騎車,huuban
以前騎車現在只走路,xhakiboo
真的蠻不錯的,xhakiboo
走路很舒服啊 晚上慢慢走去捷運站超讚的,aa871220
車子不見現在只能走路orz,kinokonoko
原本騎車但腳踏車被偷了只好走路..,ysca313
現在大二 不會騎腳踏車,lin91223
聽朋友說想挑戰四年都不騎車只走路 結果到大三就放棄了,jzoethai
就算只走路也常會牽個車當移動置物架並備不時之需,AprilMight
所以有吃到嗎,cwh0105
就是我 騎腳踏要閃人 蠻麻煩的,nangaluchen
車被偷ㄌ之後走了兩年,kabuasua
大一起到碩班都沒車 也不會騎腳踏車qq,KrestiaA
車子淋到生鏽就用走的了,AISC
車被水源阿北拖走以後，就只能走路了,tek5615
有2.0確實不需要,yangchenggg
我都借車,stoiclogic
騎到大三後借人，大四用走的，後來賣掉後碩班也沒有再,vul35858
買新的，課表比較不滿、教室移動範圍不大的話沒車很OK,vul35858
跟妹子吃完飯之後呢,friendly4713
後續勒,Kevintsaitsa
我大一走路 後來就都開始騎腳踏車,jerejesse
沒趕課需求，走路比較方便,oxen
現在大二 身邊同學只有兩個騎車 其他都走路,phantomilip
大二搬到城中之後就很少在騎腳踏車,asefcian
+1,denzel6362
走路+1,sh3312037
+1 因為停車拔車實在太煩乾脆用走的,fakeshadow9
大四車被幹走後都用走的,DotSea
她在暗示你載她 臭直男,badapon
騎車是趕路、散步是生活,NTUMEDboy
走路走超久 狗才走路==,Kona72956
大三被偷車後就都騎youbike 社科院到捷運那邊上下學1.0,a22345e
不太缺,a22345e
腳踏車被偷之後都用走的,joeizilla
我就走路啊,yuannnnn
我 都在同一間系館上課 隔壁就118 不用騎,xiaoyu09
車太爛現在都寧願走路==,lytt
我啊，騎腳踏車下雨跟停車都超麻煩,mozun
人家想跟你邊走邊聊ㄚ,ss8651twtw
大三忘記車子停哪後就都用走的,oToToT
女生有可能 男生住男七還不走死你,zoutzuur
不會騎腳踏車 怕摔車怕撞到人Q,jhct110
下雨麻煩又容易被偷車,jhct110
我,DH0617
還真的默默走了四年 走路就是運動,gloutonkaren
下雨的時候會練就撐傘騎車的技能太辛苦了 還是走路吧,miel
有UBIKE轉乘優惠 加上2.0真的沒必要買車了,a031405
+1,Fydor
第三年之後再也不騎車 不想出意外也不想造成意外,evita010518
走路4++年,shane000028
前五年被偷六台，第七第八年索性不買了，氣鼠,BradleyTsai
*第六第七年,BradleyTsai
大學部不可能 你知道從宿舍走到思亮館做實驗要多久？,chungrew
然後從思亮館趕去系館又要多久？,chungrew
只要是有跑實驗跑堂的系所 不可能不用腳踏車,chungrew
除非管院或社科院的學生 課程都很集中 可能有可能,chungrew
因為她是女生 你從男宿走路看看,rachihwei
樓上太誠實,longlongint
自從腳踏車被幹走之後就用走的惹Q_Q,TCPipv6
我在夢裡做了一個沒有打雷的夢,shibasun
你有在沒有打雷的夢裡面再做一個打雷的夢嗎,joseph40
你出來看 只有閃電沒有打雷,shibasun
leet又不會關,jeff40108
推用leet，然後樓上兇個毛,tcfwbper
開春就是要紅色的噓文啊,thenolet
看主機有沒有 shutdown 吧,alan23273850
lc蠻簡單的吧,Apache
我前幾天連是可以的喔 你要不要過完年再試試,briany329
過年系上的工作站也有關機吧 啊judgegirl是在工作站,starsstars
上的的樣子,starsstars
除了系統例行關機維修之外都不會關的樣子,xinov1139311
過年沒關機吧 最近應該只有例行維護會關,Jeffrey11061
過年不是有封系館嗎，等到30號吧,asefcian
紅喜氣,charlie1667
來當文組啊 出來打球啊,Jimmy030489
我覺得可以被查課表有點黑人問號 …,Agdanpanda
所以為什麼每次都要拖那麼久才公布,littlecckk
我覺得學校只會道個歉說下次改進謝謝,apple8839
早點公布不就沒問題了 根本就是教務處衝康自己 笑死,neil9830409
我還沒上車QQ,a58524andy
重抽也不太適合吧,XIIIXXI
再拖啊,CEIBA
希望重抽 抽了四年的鋼琴還是沒抽到 二二,zqAI3yGOAT
沒跟到車 怒噓,fantasyice
鐵口直斷不會重抽,DH0617
先說我也非爆，但我不覺得學校有什麼合理的名義可以重抽==,unmolk
只是早點偷看到 為啥要重抽？,cookie20125
樓上 重點應該是別人可以偷看你的個資吧,thenolet
沒上到車，早睡錯了嗎,shushu0820
錯過了 噓,NODINO
光是別人可以看到自己的選課這點就足夠重抽了吧？ㄏㄏ,kyrie77
開門 查課表,nodnarb1027
到底為什麼要等四天啊怒,m14478920
學生會先給噓,skyHuan
我要重抽！,touch2fish
重抽啦,anomic24
FB教務處老編有回，分發很快但要檢查很久所以才拖,ganhua
補推，不過拿了車就跑去交流版PO文也難怪很快就翻車...Orz,ganhua
歐歐 台大裡面很多權貴小孩的選課都被看光了 會造成人,JohnCeiba
身危險 需要重抽,JohnCeiba
窮魯宅個資不值錢 想說為什麼大家要重抽,JohnCeiba
重抽跟資安漏洞完全沒有相關欸,zxcv200298
嗚嗚嗚沒抽到想要的，但是資安議題所以要重抽喔，跟,daniel08888
我沒抽到想要的課無關喔,daniel08888
重抽你的個資又不會消失 別人還是知道你選了什麼課啊,NomeL
說重抽的先跟我說合理性在哪裡吧 又不是選課本身有瑕疵,j2c3
你假如你想上一堂課你還是會選吧，所以重不重抽你都會想上,j2c3
這堂課，你會說這堂課因為被別人看到了所以你就不選系必修,j2c3
了嗎？,j2c3
說要重抽的是沒選到自己要的課吧,cwh0105
重抽沒什麼補救效果反而影響很多人,XIIIXXI
免學費以示負責,johnson1218
校長不用下台嗎？,zzzz8931
北七，這次系統問題，乾校長屁事臭蟑螂,chiuyipo
叭叭 被別人發現我選什麼課了 我要重抽+校長下台 叭叭,tom282f3
說重抽的只是因為沒選上自己想選上的課吧？不去探討說這,mic2754
件事情的實質危害到底有多大以及重抽是否真的能免除這危,mic2754
害就在那邊喊重抽重抽，唯恐天下不亂是不是？,mic2754
沒看到選課結果，星期一前對我來說是薛丁格的選課XD,Lyu7
所以重不重抽都沒差,Lyu7
比較好奇的是，這個漏洞是第一次出現，還是這次才被人發現,Lyu7
這哪需要重抽==,thejackys
為啥資安問題要重抽...,kevin1212
跟丁守中要求重新投票一樣吧,Sibelius26
重抽就發現抽一次沒抽到想要第二次機會阿,DH0617
重抽個鬼,marginaljerk
沒趕上車TAT,huangci
唉,SSCSFE
私心作祟 找到攻擊的點就往死裡打,hippo130
有些發言真的心態可議呵呵,Qdream
重抽跟提早看到的關聯在哪？不懂。不會因為提早看到了就,sd990183
改變你要選什麼課好嗎？,sd990183
如果有在分發時間到課務組辦事情 就會聽到哪個系統出,marsonele
問題 哪門課分發完還是零 要叫IT處理 分發很快 但是他,marsonele
們需要時間檢查處理問題 確定沒有異常才會公布,marsonele
台大都幾年了 選個課還會分發零人 叫資工系大一來寫喇,y800122155
那個加開是試辦的 停好一陣子了吧,kingwilly71
原來是我太菜QQ,jun059
菜蟲掉了,maozz
後門96ㄅ,aquariuschi
sukiya燙青菜專賣店,tryptochan
活大素食,kantantantan
すき家,jerryh612
唯一活大素食了吧 40塊吃到怕,MLCCN
唯一推薦 師大生炒花枝羹,craig100
我家廚房,Kona72956
118合益佳的青菜湯，超大一碗都是青菜，把湯瀝掉就是燙青,jui0229
菜了,jui0229
sukiya屌打,thenolet
sukiya油煙太重,chocopie
sukiya死鹹,hTCU11
合益家整間都油油的,how870927
合益家青菜湯+1,maozz
合益佳青菜湯 超神,neil9830409
合益家就是賣菜的啊,NomeL
118巷二八麵的白菜也不錯吃,syw157157
sukiya不錯啊,AUGnebulaUGA
合益佳+1,laitao
健康滷味,johnny1300
すき家蒜頭讚讚啊,seand8088503
有辦法自己買來燙就會覺得外面都貴爆,Buzzer5566
龍門國中對面有一家佳欣 30元跟外面80元一樣多,winiel559
自己燙10塊就吃到吐了喇,y800122155
118巷合益佳+1，那個燙青菜一端上桌，整個驚人,historyway
sukiya的很鹹耶...,yichiaccc
10元是要買什麼啦？全聯一包也要30,kbt2720
10要怎麼吃到吐你示範一下,kbt2720
李記的還可以,Agdanpanda
吃到不乾淨的得腸胃炎也會吐啊,AHEAD099
燙豆芽菜是有可能吃到不想吃啦,verdandy
10塊的豆芽菜很多,verdandy
10元菜市場是有一大把的啊,greywagtail
118文哥燙青菜25,star07
10元菜市場一大把？我小時候就3把50了，沒去買過菜嗎,HenryLin123
sukiya 但味道較重,marquelin
sukiya就是蒜味,znling
你只會吃八方雲集嗎,odsL1573
自己煮啦,ggian123
台大牛莊對面的滷味,fakeID
中華經濟研究院,ystaty17
118合益佳 但一定要點青菜湯 燙青菜油爆,ricky855073
台北不知道，暑假在家的時候的確市場會有10元一大把,ekids1234
的地瓜葉哦。,ekids1234
* 台中黃昏市場 但北部就 ...,ekids1234
すき家的空心菜...你確定？,KonohaInoue
蒜頭很貴捏,Jimmy030489
抱歉，我最近還真的常去市場買菜喔,greywagtail
有人推佳欣越南小館！專業！ 我愛店但畢業後幾乎沒,qoolinboy
機會吃了QQ 燙青菜真的便宜爆 老闆娘人超好 看到學生,qoolinboy
還會加菜加水果（但也可能是因為我吃太多次老闆娘記得,qoolinboy
我了） 豬肝湯超大碗裡面還有很多菜 炸雞腿真的好吃,qoolinboy
但缺點就是中文等真的很久 趕時間不要去吃 但好像可以,qoolinboy
先打電話訂就是,qoolinboy
自己買青菜，洗一洗用快煮鍋燙一下，可以吃超多,elvis2018
sukiya是微波的，我覺得吃起來還好,elvis2018
中文要等很久的話，說越南話會不會比較快?,verdandy
佳欣應該是...收了 愛店qq,zero
希望只是暫時休息,zero
後門唯雞館的菜還不錯吃,ri31625
阿姨滷味，菜多到滿出來,perhdball
水源,hjkkk123
sukiya青菜超慘...高麗菜更是,cgntutim
醫學院麵街的八方青菜真的超多...,RaventheCrow
すき家屌打 比台北一堆死鹹的好多了,kuaney11656
自己煮便宜又快,Jacky5610
幫推,kinkongkiang
發交流版觸及率應該比較高,jason90814
幫推 FB也要貼+1,cuteSquirrel
幫推,catnextlife
鉛筆盒可愛幫推,amoxxx
滿可愛的幫你推一下,KH21
推,maozz
推 看起來好好吃,aristoIris
推推,seand8088503
看到這個肚子餓是正常的嗎,prettypaty
想捏,Joshuaunnnnn
太好吃了吧= =,aa871220
太特別了，推推,Lyu7
被吃掉了吧,pig8409
我還有點餓,sarsman
腿,prmotolprlin
想ㄘ,jzoethai
身為原po朋友也推推！希望順利找到欸,Isocyclo25
推,quietwood
會不會被ㄘ掉了,gfhnrtjpoiuy
想捏 祝找到,lipeici
ㄘ,hjkkk123
什麼開書考 榮譽考吧,SSCSFE
複製貼上喬順序換代號改尾數,MannImAnzug
？？？？,juicybottle
嗯嗯 很好,etyh3241698
笑死 管爺,AmadeusTsou
別讓爺們不開心,flyer1998
那校方該怎麼做 譴責教授? 默不作聲?,cwh0105
讚,naey
很明顯顏色對的話就不會被約談了 也不會被鍵盤覺青,UknowNthing
攻擊,UknowNthing
不管是不是過追溯期，台大教授做這種事學校是在瞎挺,lesserpanda
什麼？,lesserpanda
哈哈管爺哈哈,Saaski
顏色錯了,NTUSTDYU
圖書館現在防疫期間非學生不能進,kuan
星巴克,JUNWeiChen
7-11 60元包廂,cwh0105
你不是南港李國毅嗎？怎麼不去比較近的中研院問問看？,aarzbrv
這篇的前兩篇#1XH7_ECI (NTU) [ptt.cc]內文有入館限制,aarzbrv
等qtime 重開,brian21201
從以下這則google評價看來，好像幾天前有開：,aarzbrv
https://goo.gl/maps/pbgnfr6PKQurN7mC6,aarzbrv
不行哦，現在沒有開放 等疫情趨緩吧,oboesoul
水源bot 7-11 或者周圍的咖啡店,h920032
"你講明1小時1萬或100萬,就有人生地方出來給你",mark0204
不建議咖啡店 真的很吵,oboesoul
北市圖各分館已經開自修區了？只是週日沒有晚上,AprilMight
Qtime公館店有開 只是現在電腦裡不提供遊戲選單,a159697084
道藩分館與總區隔辛亥路三段不過最晚只到九點，而北市圖,aarzbrv
許多周日與周一只到五點,aarzbrv
遊藝思應該蠻符合你的要求,damon10258
新生麥當勞跟附近的幾家咖啡廳不知道有沒有符合你的要求,jzoethai
麥當勞超吵,xBox1Pro
路中間吧,BASEGO
問表弟,cuteSquirrel
路易莎,Fydor
不然效法阿扁以極用功至誠感動翁岳生老師出借研究室囉XD,aarzbrv
推後門路易莎，二樓很寬敞景很好，會怕吵戴耳塞就好,daniel880123
後門路易莎在哪,NTUnpc
後門 開房間 兩百塊坐一整天,odsL1573
Steam table calculator,Agdanpanda
炸彈超人,maozz
more one night,KHDSN
買都買,deep128
肉餅臉超可愛,Kona72956
吳哥窟 吳哥窟,daviddyu0421
既然都閉館了可以順便修一下壞掉的燈跟桌椅之類的嗎,social
肥宅樂園應該還是會開吧@@ 拜託,ggian123
！,marsonele
計中不知如何,marsonele
5/17之後連系館都不能進欸，是要怎麼做實驗,mayolane
反正醫學院實習也不會因此暫停,dosoleil
好,cuteSquirrel
為啥我還沒收到信 我484學校邊緣人,eunhailoveu
連書都沒得借 好慘,EEzionT
系館可以進吧 教學管是共同、博雅那五個。,daye87
QQ喜歡在總圖讀書,cb5786
2樓以上的書不能借了?,daoeasy
給索書號讓工讀生去上面拿吧 可以借還書啊,xianyao
感謝樓上回應,daoeasy
5/17(一)起開放架上預約，要借書請先線上申請，等收到,NTULibrary
通知後，在到館取件，以減少群聚效應與等待時間喔!,NTULibrary
在啦X!,NTULibrary
想要多媒體中心！！,PCSH120
水源市場/成功市場，科技大樓/六張犁/泰順全聯,cuteSquirrel
小小福,dupwchivago
水源市場進去左邊的那一攤,CORRECTION
感謝大家，出發！,gryffin
去搶動科牛牛的草最香,AprilMight
動科牛牛：兄弟啊，咱之前應該是不相識齁,aristoIris
台電大樓那邊的菜市場？,voizyc
牛牛QQ,cuteSquirrel
福和橋下算嗎？週末除了二手市集以外也有賣菜,Ashiev
如果六張犁可以接受（如果你住男七）安居街有不少東,amsjay0829
西可以買 樂業街有全聯,amsjay0829
水源市場還不錯,jzoethai
傳統市場的話 安居街和平東路口有早市 傍晚樂業街嘉興,howard0113
公園那邊,howard0113
推六張犁 男宿騎腳踏車去很快 安居街底有個傳統市場,tonyflu
或拿室友的costco卡 全寢一起租irent去瘋狂買牛奶和牛肉,tonyflu
如果是蔬菜的話，118巷口的水果店蔬菜其實還算方便也不,CyanMask
會太貴,CyanMask
水源左第一攤是可愛妹子大推（還很便宜,leewo
Jason’s,jharden13
少煮就全聯買一買就好 比較方便也沒差那幾塊吧,AHEAD099
永和有很大的傳統市場 蠻近的,a22735557
